ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt
032980-KR,CP0000027771,바이온,"BYON Co., Ltd.","동사는 1983년 11월 1일 서울일렉트론 주식회사로 설립되었으며 1997년 8월 6일 코스닥시장에 상장됨. 화장품 제조판매업 및 건강기능식품 원재료 유통을 주요 사업으로 영위하고 있으며, 7개의 비상장 계열회사를 가지고 있음. 동사는 (주)바이온글로벌을 2020년 4월 23일 신규 출자 설립한 이후, 전기 중 종속회사 바이온메디테크(주)에 지분 100%를 양도함.",KRX,38922
027580-KR,CP0000027772,상보,"SANGBO Co., Ltd.","동사는 1989년 4월에 설립되어 2007년 10월 코스닥시장에 상장함. 동사의 디스플레이용 광학필름은 세계최초로 Self-Healing 특성을 이용한 스크래치 방지 기능을 가진 Anti-scratch resin을 개발하여 제품에 적용하였으며, 다양한 필름 제조기술을 보유하고 있음. 자체적으로 Micro pattern roll 가공 기술을 보유하고 있으며, 고객의 요구에 따른 다양한 패턴의 성형가공이 가능함.",KRX,90805.3
109070-KR,CP0000024152,컨버즈,"CONBUZZ CO., LTD","동사는 2017년 6월 28일 차량용 블랙박스 및 ICT 제품을 제조 및 판매하는 업체인 주식회사 위니테크놀러지와 합병을 하여 기존 제지사업이외에 차량용 블랙박스 및 ICT 제품 제조 및 판매를 하고 있음. 동사가 영위하는 사업으로는 통신네트워크사업, 커스터머사업, 제지사업(OEM), 유통사업이 있음. 자체 블랙박스 브랜드인 '위니캠(WINYCAM)'을 보유함.",KRX,153958
079810-KR,CP0000024644,디이엔티,"DE & T Co., Ltd.","동사는 LCD, PDP, OLED 등 디스플레이산업에서 중요한 핵심기술인 공정기술과 장비기술을 근간으로 하여 검사장비를 개발, 생산/제작 및 판매하는 종합 장비 제조 업체임. PDP Prober는 가격경쟁력과 우수한 기술 및 품질경쟁력으로 중국업체에 수주를 받아 납품하는 등 해외시장에도 진출하고 있음. LCD 제품에 국한하지 않고 태양광장비, 2차 전지, AMOLED장비 등 신제품 개발에 최우선 목표를 가지고 연구개발에 투자중임.",KRX,102165
177350-KR,CP0000024645,베셀,"Vessel Co., Ltd. (South Korea)","동사는 2004년 6월 설립된 디스플레이 제조장비 생산 기업으로 LCD, OLED, 터치패널용 In-line System 및 각종 장비를 생산하고 있음. 동사 장비 전방 산업은 디스플레이 산업이며, 빠르게 변화하는 전방 산업에 맞추어 다양한 제품을 개발하고 있음. 동사 사업 초기의 LCD 분야에 한정되어있던 사업군을 OLED 및 TSP 분야로 사업분야를 확대하여 성장을 지속함.",KRX,92543.5
257370-KR,CP0000024646,명성티엔에스,"Mstns Co.,Ltd.","동사는  2001년 설립돼 2018년 코스닥 시장에 주식을 상장함. 당사는 섬유기계로 축적된 경험과 다양한 제작기술을 기반으로 LCD 편광필름 소재를 생산하는 설비, 이차전지의 핵심소재인 분리막을 생산하는 설비, 기타 OLED를 생산하는 후공정 설비 등 장비를 전문적으로 제작. 삼성디스플레이 TFT LCD공정의 대부분을 당사의 설비가 점유하고 있는 것으로 추정됨.",KRX,0
079950-KR,CP0000024647,인베니아,"INVENIA Co., Ltd.","동사는 평판 Display 제조공정용 장비 개발 및 생산을 목적으로 2001년 1월 26일 설립되었음. 동사는 LCD, OLED 등 장비를 개발, 제작, 판매 하는 사업을 하고 있으며 종속회사인 아이디파이(북경)과무유한공사는 기계설비 및 설비부품, 수수료 대행하는 사업을 영위. 추후 우수한색 재현성과 넓은 시야각의 장점을 보유한 OLED 패널생산을 위한 신규투자를 진행할 예정.",KRX,46504.4
217620-KR,CP0000026927,디딤,"DIDIM, Inc.","2020년 상반기 동사는 HMR 사업에 진출. 2020년 하반기부터 본격적인 사업을 진행하고 있으며, 다양한 유통 채널을 통해 당사 브랜드 제품을 공급하고 있음. '신마포갈매기', '고래식당', '연안식당', '고래감자탕' 등의 다양한 브랜드의 프랜차이즈 가맹사업과 유통사업을 영위함. '백제원', '도쿄하나', '한라담', '풀사이드228', '오백년장어', 등의 다양한 브랜드의 직영 외식매장을 런칭하여 운영하고 있음.",KRX,61111
035200-KR,CP0000026129,프럼파스트,"PlumbFast Co., Ltd.","동사는 1992년 6월 동양프라스틱이라는 상호로 설립되어, 2001년 3월 프럼파스트로 상호를 변경하고 2002년 1월 코스닥 시장에 상장되어 매매가 개시됨. 주요제품은 PB 난방/급수 파이프 등 건설자재용 배관재이며, 보고대상 사업부문은 배관자재사업부문 단일사업부로 구성됨. 한국뿐 아니라 중국에 생산설비 보유하고 있음. 제품개발계획에 의한 생산으로 높은 제품화율 기록하고 있으며, 전국적인 유통망 등을 보유하고 있음.",KRX,35635.6
309930-KR,CP0000027939,오하임아이엔티,"Oheim INT Co., Ltd.","가구를 포함한 인테리어 제품의 디자인을 개발하고, 국내외 협력제조사 외주가공을 통해 제품을 생산하고, 국내 온라인 시장에서 판매하는 사업을 영위하고 있음. 주력 매출은 자사브랜드인 레이디가구를 통해 발생하고 있고, 라이선스 브랜드인 상일리베가구가 그 다음으로 매출 비중이 높음. 신규 자사 브랜드를 성장시키기 위하여 아이데뉴(2019.7월)와 포더홈(2020.3월)을 론칭하여 운영중에 있음.",KRX,82.88738625
088910-KR,CP0000027948,동우팜투테이블,DONGWOO FARM TO TABLE CO. LTD.,"양계, 종란, 부화, 사육,가공,판매에 이르는 일련의 전과정을  계열주체인 당사가 일괄적으로 지휘총괄하는 사업을 영위하고 있음. Farm to Plate System(농장에서 소비자 식탁까지)과 One day System(당일생산, 당일출하) 및 Cold Chain System(냉장유통출하)을 도입함. 브랜드 '동우 바른닭고기'를 중심으로 제품인지도 향상, 판매다각화 및 시장개척을 위해 노력하는 중임.",KRX,70606.3
000700-KR,CP0000027831,유수홀딩스,"EUSU HOLDINGS CO., LTD.","동사는 ""대한해운공사법""에 근거하여 ""해운업, 수출입업"" 등을 영위할 목적으로, 1949년 12월 23일 ""대한해운공사""로 설립됨. 동사는 2014년 12월 31일 기준으로 법률상 지주회사 요건 미충족으로 지주회사에서는 적용 제외되나 자회사의 주식을 확보, 유지, 관리하는 등 실질적인 지주회사임. 동사의 영업수익은 임대사업수익, 자회사의 배당수익 등으로 구성되어 있음.",KRX,142982
129260-KR,CP0000027832,인터지스,"Intergis Co., Ltd","동사는 1956년 항만하역업, 화물운송업 등을 주 목적으로 설립되었으며 2011년 한국거래소 유가증권시장에 주식을 상장하였음. 컨테이너 및 벌크화물 등을 하역하는 항만하역사업과 철강제품 및 수출입 컨테이너를 운송하는 육상운송사업, 동국제강(주)의 철강 원재료 및 3PL 고객들을 대상으로 하는 해상운송사업과 포워딩사업을 주요 사업으로 영위함, 역량 강화 및 시장 개척을 위해 스마트화 진행 및 글로벌 네트워크를 확대하고 있음.",KRX,81115.7
192390-KR,CP0000026196,윈하이텍,WINHITECH CO.LTD.,"동사는 2011년 9월 15일에 강구조물(데크플레이트) 제작 설치 및 판매업 등을 목적으로 윈스틸로부터 분할 설립되었음. 데크플레이트 시장은 8개 정도의 업체가 경쟁하고 있으며 동사는 시장 점유율 기준 3위권을 형성하고 있음. 주력 제품인 엑스트라 데크(EXTRA DECK)가 업계 최초로 일본건축센터로부터 건축물 공법, 자재, 설비 등 건축계획과 연계해 성능평가를 통과하여 까다로운 일본건축시장에 진출할 수 있는 평정서를 취득함.",KRX,39004.3
093190-KR,CP0000024654,빅솔론,"Bixolon Co., Ltd.","2002년 11월 14일 삼성전기에서 분사되어 설립됨. 또한 2007년 8월 20일 코스닥시장에 상장돼 매매가 개시됨. 최대주주는 김형근외 특수관계인이었으나, 2017년 12월 19일(최대주주 변경을 수반하는 주식양수도계약 체결) 이후 아이디스홀딩스(40.78%)가 됨. POS 프린터, 모바일프린터, 라벨프린터 등의 제품 판매는 국내 총판을 두어 당사 제품을 전문적으로 취급하고 있음.",KRX,101017
096690-KR,CP0000024655,에이루트,"Aroot Co., Ltd.","동사는 특수프린터라 할 수 있는 P.O.S용 프린터, Label 프린터와 Mobile 프린터, 프린터 Mechanism 등 미니 프린터를 전문적으로 개발, 제조, 판매함. 미니프린터 산업의 생산과정은 노동집약형 산업이라 할 수 있지만, 첨단 전자, 정보통신 산업분야와 직결되는 산업으로 전자회로 및 소프트웨어, 설계의 첨단기술을 요구하는 고부가가치 산업임. 연결대상 회사 '엠제이아이'는 리조트 사업을 진행중임.",KRX,84513.9
092460-KR,CP0000026425,한라아이엠에스,"Hanla IMS Co., Ltd.","동사는 1989년 1월 설립하여 1995년 7월 13일 법인전환하였으며 2007년 5월 22일 코스닥시장에 주식을 상장하였음. 동사의 연결회사는 조선기자제 사업부, 산업플랜트 사업부와 LED사업부를 주 업종으로 사업을 영위하고 있음. 회사의 주력 제품인 선박평형수 통합제어감시시스템인 ‘3-BALLAST 패키지 솔루션’은 주력 제품간의 시너지효과를 극대화하여 세계시장 점유율이 지속으로 높아질 것으로 예상됨.",KRX,92844.2
004100-KR,CP0000026430,태양금속공업,"Taeyang Metal Industrial Co., Ltd.","동사와 종속회사의 공시대상 사업부문은 2022년 3월 31일 현재 자동차 및 전자부품용 냉간단조제품과 관련 부품을 생산, 판매하는 지배적 단일사업부문으로 운영됨. 동사의 매출은 사내 제조 여부를 기준으로 제품과 상품으로 구분되며 주요 거래처는 현대자동차, 기아, 한국GM 등 완성차 업체 및 현대모비스, 만도 등 자동차부품업체, 기계 ·공구류 제조업체 등이 있음.",KRX,48990.1
078940-KR,CP0000027580,코드네이처,"Codenature, Inc.","동사는 신재생에너지(태양광 및 풍력) 사업부문을 주로 영위하며, 2002년 9월에 설립됨. 동사는 미주제강주식회사의 2004년 7월 미주제강주식회사가 영위하는 사업 중 레일사업부문을 인적분할방식에 의한 회사분할로 설립됨. 2016년 신규 사업 진출에 대한 사업 다각화 및 신규 매출 증대를 위하여 포괄적 주식 교환으로 ㈜이지모바일이 완전 자회사(100%)가 되었음.",KRX,56747.5
041590-KR,CP0000026122,젬백스지오,"Gemvaxzio Co., Ltd.","인테리어 디자인, 가구 디자인, 건축 설계, 시공 등의 종합인테리어 부문, 신재생 에너지 장치 및 설비를 공급하는 에너지 부문 사업을 영위함. 동사는 1998년 12월 28일에 설립 되었으며, 2002년 11월 1일 코스닥 시장에 상장 건축과 에너지관리 노하우가 어우러진 미래지향적 사업모델을 추구하며, 부동산 개발 분야로 사업을 확장하여 사업개발에 주력하고 있음.",KRX,229428
006570-KR,CP0000026127,대림통상,"Daelim Trading Co., Ltd","동사는 수전금구, 비데 와 감지기, 샤워부스 및 기타 건자재, 양식기, 주방용품 등을 생산하여 수출 및 내수 판매하고 있음. 수전 금구 사업부문에서는 친환경주택 건설기술 및 신자재 개발대상에서 대통령상을 수상한 에너지 절약 수전 카트리지(Eco Cartrige)를 개발. 2022년 1분기 기준 동사를 제외하고 5개의 비상장 계열사가 있으며 국내 계열사로는 디앤디파트너스, 리빙스타가 있음.",KRX,53554.2
008260-KR,CP0000026600,NI스틸,"N.I. Steel Co., Ltd.","동사는 1차금속 부문의 강건재 철강성형제품 제조, 판매업 및 Sheet Pile과 H/Beam 그리고, 조립식H/Beam과  System 비계&Support 강재리스업을 주요사업으로 영위하고 있음. 안정적인 성장을 위해 지속적인 투자와 대형화를 위해 노력하고 있음. 매출은 제품 47.66%, 강재리스 26.37%, 상품 16.56%, 기타 9.41% 등으로 이루어져 있음.",KRX,150151
025530-KR,CP0000028017,에스제이엠홀딩스,"SJM Holdings Co., Ltd.","2010년 인적분할전까지 자동차부품인 Flexible Coupling과 산업용 Expansion Joint의 제조/판매를 영위, 분할 후 제조사업부문을 분할신설회사인 에스제이엠에 이전. 동사는 에스제이엠의 지주사. 핵심 연결대상 종속회사인 에스제이엠은 한국 및 해외 8개 생산/판매 종속법인으로 구성된 자동차용 Bellows를 생산하는 자동차사업부문과 산업용 Bellows를 생산하는 플랜트사업부문으로 구성되어 있음.",KRX,40113.9
017370-KR,CP0000026215,우신시스템,"Wooshin Systems Co., Ltd","동사는 자동차 차체 자동용접 라인 설비에 대한 제조 및 판매를 주요 사업으로 영위하고 있는 자동차 차체 설비에 대한 Total Engineering 업체임. 매출 중 해외 비중이 60% 내외를 차지하고 있으며, 국내 차체자동용접 설비 시장에서는 20% 내외의 시장점유율 갖고 있는 것으로 추정. 동사 차체부품부문의 안정적 성장으로 해당 부문의 매출 비중은 지속적으로 높아지고 있음.",KRX,41532.2
119500-KR,CP0000026621,포메탈,"Formetal Co., Ltd","동사는 1969년 협진단철공업사로 설립되어 1985년 법인전환 이후 2009년 포메탈로 상호를 변경함. 국내외 주요 대기업 및 중견기업에 산업기계, 자동차, 방위산업, 로봇/풍력 및 농기계에 소요되는 주요 단조 품, 단조정밀기계부품을 매출처에 공급하고 있음. 단조산업은 전방산업의 경기변동에 큰 영향을 받으며 전반적인 국제, 국내경기 그리고 정부의 국방시책과 사회간접자본에 대한 투자정책 및 환율변동에 영향을 받음.",KRX,60894.6
025890-KR,CP0000026622,한국주강,"Hankook Steel Co., Ltd.","동사는 1987년 8월 26일에 설립되었으며, 1997년 7월 18일 발행주식을 한국증권선물거래소가 개설하는 유가증권시장에 상장한 주권상장법인임. 주강은 압연, 압출 또는 단조 등의 방법으로 제조할 수 없는 기계의 구성부분과 같이 비교적 복잡한 형상의 제품 제조에 널리 쓰이고 있음. 단위중량 50톤 이상의 대형품을 제조 판매하는 회사는 두산중공업에 이어 동사가 업계 2위의 위치에 있음.",KRX,29533.3
023790-KR,CP0000026612,동일철강,"Dongil Steel Co., Ltd.",1967년 설립되어 1994년 코스닥시장에 상장하였으며 원재료인 빌렛을 열간 압연하여 봉강 및 형강을 생산하여 공급함. 주요 사업부문으로 봉강사업부와 형강사업부가 있음. 봉강사업부의 주요 수요 산업은 자동차 및 기계장치 산업업임. 자율차 등에 사용될 고급강의 수요 증가가 기대됨. 형강사업부의 주요 수요 산업은 건설 산업으로 건설 산업의 업황에 따라 제품의 수요 및 수익성이 좌우됨.,KRX,42506.3
081150-KR,CP0000026602,티플랙스,"Tplex Co., Ltd","동사는 1991년 12월 13일 설립됐으며, 2009년 4월 23일 주식을 코스닥시장에 상장함. 세아창원특수강으로부터 원재료인 스테인리스 봉강을 안정적으로 조달받아, 기계, 선박, 플랜트, 반도체 등 전방산업에 필요한 부품소재를 공급하고 있음. 스테인리스 후판사업 및 특수금속 소재인 티타늄, 니켈합금 사업에도 진출하여 석유화학, LNG, 담수화설비 등에 산업용 소재를 공급하며 부가가치를 창출하고 있음.",KRX,104111
025550-KR,CP0000026603,한국선재,"Hankuk Steel Wire Co., Ltd","동사는 선재류(아연도금철선, 스테인리스강선) 제조가공 및 판매를 영위할 목적으로 1990년에 설립됨. 주요 제품으로는 철강재, 아연도금 철선, 스테인리스강선 등이 있으며 종속회사를 통하여 고가의 장비 또는 설비의 핵심부품으로 사용되는 제품인 계장용 Fitting 및 Valve를 생산하고 있음. 동사는 종속회사로 튜브피팅과 함께 밸브 생산, 판매하는 한선엔지니어링과 화물운송알선 사업을 영위하는 금제를 두고 있음.",KRX,98986.1
104200-KR,CP0000025527,NHN벅스,NHN BUGS Corp,"동사는 온라인 음원서비스 및 음원유통을 목적으로 2002년 6월에 설립되었으며, 2010년 4월 인터넷 사업을 영위하는 네오위즈인터넷을 흡수합병함. 음악포털 `벅스`를 통해 디지털 음원서비스(B2C) 및 음원유통(B2B) 사업을 영위하고 있으며, 음악방송 `세이캐스트`를 운영. 2018년 1월에 국내 음원 서비스 업체 중 처음으로 ‘AAC(Advanced Audio Coding) 256kbps 이상’의 음질 서비스를 도입.",KRX,129528
003480-KR,CP0000027683,한진중공업홀딩스,"Hanjin Heavy Industries & Construction Holdings Co., Ltd.","순수지주회사로서, 주 수입원은 자회사 등으로부터 받는 배당수익, 한진중공업브랜드의 권리를 소유하며 사용자로부터 수취하는 상표권사용수익, 소유 건물의 임대를 통한 임대수익 등이 있음. 종속회사는 도시가스공급업(대륜E&S), 골프장사업(한일레저), 발전전기업(대륜발전, 별내에너지) 등의 사업을 영위하고 있음. 매출은 도시가스공급업 58.53%, 발전전기업 40.98%, 골프장사업 0.78% 등으로 이루어져 있음.",KRX,104358
123700-KR,CP0000028011,에스제이엠,"SJM Co., Ltd",당사는 자동차부품등의 제조사업부문을 영위할 목적으로 2010년 5월 1일을 기준일로 하는 (주)에스제이엠홀딩스의 인적분할을 통해서 2010년 5월 4일 신설법인으로 설립등기 되었음. 동사의 사업부문은 Flexible Coupling을 제조 및 판매를 영위하는 자동차사업부문과 Expansion Joint을 제조 및 판매를 영위하는 플랜트사업부문으로 구성되어 있음. 동사의 자동차사업부문은 한국 및 해외 총 11개 종속법인으로 구성됨.,KRX,55709.5
023000-KR,CP0000027238,삼원강재,"SAMWONSTEEL Co., Ltd.","동사는 평강, 봉강, 특수이형강 및 자동차용 겹판스프링 등의 제조 및 판매를 주 목적으로 1992년 7월 21일 설립되어 2011년 7월 22일 유가증권시장에 상장함. 자동차 부품산업은 자동차 산업의 일부분으로서 거의 모든 분야에서 자동차 산업과 밀접한 관계를 가지고 있으며, 기술집약적이고 계열화된 시장구조를 갖고 있음. 동사는 국내 스프링 소재시장에서 열간압연제품을 독점 생산하고 있음.",KRX,108093
019440-KR,CP0000027239,세아특수강,"SeAH Special Steel Co., Ltd.","동사는 냉간압조용 선재 및 마봉강의 제조 및 판매 목적으로 1986년 11월 1일 설립되었으며 주요사업은 철강선재부문으로 단일화되어 있음. 주요 제품으로 선재, 봉강이 있으며 구체적인 용도는 자동차 및 기계의 제조, 건설현장에서 사용됨. 철강 선재의 주 수요 산업인 자동차산업은 일반 소비자를 대상으로 하며, 비교적 고가의 소비재이기 때문에 경기변동과 정부정책에 영향을 받으며 동사는 이에 따른 생산대수의 변동에 영향을 받음.",KRX,113907
065560-KR,CP0000027245,녹원씨엔아이,"Nokwon Commercials & Industries, Inc.","동사는 1987년 5월에 설립되었으며, 2003년 7월 코스닥시장에 상장됨. 동사는 기능성 특수잉크 제조, 유통 및 산업용마이크로필터유통사업, LED조명유통사업을 영위함. 2018년 종속회사 '녹원씨엔아이'를 흡수합병함. 주요 매출 품목은 GLASS, PC, PET 등 소재에 인쇄할 수 있는 기능성 특수 잉크이며 가전제품의 컨트롤 박스, 스마트기기, 자동차계기판, 화장품 용기 등 고부가가치 잉크를 생산함.",KRX,134156
250930-KR,CP0000027773,예선테크,"YeSUN Tech Co., Ltd.","동사의 지배회사와 종속회사는 소재부품 제조업을 근간으로 다양한 기능성 접착소재 사업을 주요사업으로 영위하고 있음. 동사가 생산하는 기능성 접착소재는 적용분야에 따라 OLED, LCD 관련 제품, 자동차 관련 제품, 기타 제품 등으로 구분됨. 고기능성 접착소재 부품을 생산하여 주로 디스플레이 기기 제조업체에 공급을 하는 B2B 사업을 영위하여 대부분의 매출은 디스플레이 기기업체의 부품 협력 업체로 직접 거래를 통한 공급.",KRX,46199.4
091340-KR,CP0000027774,에스엔케이폴리텍,"S&K POLYTEC Co., Ltd.","동사는 휴대폰 및 OLED(LCD)제품등의 충격흡수용 Gasket소재인 고밀도 폴리우레탄 Foam Sheet를 자체기술로 생산해 공급하는 것을 주요 사업으로 영위함. 고밀도 폴리우레탄 폼 시장은 동사 제품과 미국 ROGERS와 합작회사인 일본 RIC의 제품, 유티스의 ESORBA 제품이 과점시장을 형성하고 있음. 최근 중국, 인도 등 신흥시장을 중심으로 저가폰 시장이 성장하며 수요가 늘어나고 있음.",KRX,47656.2
054050-KR,CP0000024157,농업회사법인 농우바이오,"NONGWOOBIO CO., LTD.","동사는 1990년 6월 종자 육종 및 육성연구에 대한 제반사업 등을 영위할 목적으로 설립되어 수원시에 본사를 두고 경기도 여주군 등에 육종연구소와 지점을 설치/운영하고 있음. 주요 매출원은 고추, 수박, 무, 배추 등 각종 종자매출이며, 원예 및 수도용 상토사업도 영위중. 국내 김제와 중국, 미국, 인도 등에 종자연구 및 생산과 판매를 영위하는 연결대상 종속회사 8개사를 보유중임.",KRX,160146
300080-KR,CP0000026379,플리토,"Flitto, Inc.","동사는 2012년 8월 24일에 설립되었으며, 주요사업은 언어 데이터 판매 및 플랫폼 서비스 사업으로 구성되어 있음. 플랫폼을 통해 수집된 말뭉치(orpus)를 집단지성 및 검수 과정을 거쳐 정제함. 이후 언어 데이터를 필요로 하는 국가 연구기관 또는 IT 산업 내 기업고객 등에게 판매함. 주요 사업인 플랫폼 외에도 플랫폼매출로 분류되는 영상 콘텐츠 관련 번역 사업을 진행 중임.",KRX,198432
006740-KR,CP0000026390,영풍제지,"YOUNG POONG PAPER MFG CO., LTD.","동사는 1970년 설립되어 화섬, 면방업계의 섬유봉등의 원자재인 지관용원지와 골판지상자용 라이너원지를 생산하는 기업임. 매출과 수율향상, 원가절감의 일환으로 소각보일러를 완공함으로써 이익의 현저한 증가를 이룬 바 있으며, 원재료의 안정적인 수급을 위하여 재활용처리시설에 투자하였음. 동사는 보고기간말 현재 지관용원지 47%, 라이너원지 53%의 비중을 가지고 있음.",KRX,135307
009200-KR,CP0000026391,무림페이퍼,"Moorim Paper Co., Ltd","동사 사업은 제지, 펄프, 금융, 도매, 기타부문으로 분류됨. 제지 부문은 아트지, 백상지 등 인쇄용지를 제조해 판매하며 펄프부문은 표백화학펄프 제조, 판매를 담당함. 금융 부문은 시설대여업과 할부금융업, 신기술금융업을 영위하며 도매 부문은 제지와 펄프 도매업을 담당하며 기타 부문은 증기와 전기 생산, 판매업을 영위함. 제지부문에서 무림페이퍼는 기존의 고급 인쇄용지 외에 라벨지, 디지털 용지 등 산업용인쇄용지로 제품구조를 다각화.",KRX,111305
006580-KR,CP0000026392,대양제지공업,Daeyang Paper Manufacturing Co Ltd,"동사는 골판지원지만을 전문적으로 생산, 판매해왔음. 수차례 증설을 통해 일일 1,200톤의 생산능력을 갖췄고 업계 선두주자로 평가 받았었음. 하지만  2020년 10월 안산 공장에 화재가 발생하며 영업이 중단되었음. 화재가 발생하기 전인 2019년까지 연간 1000억원 이상 매출을 내던 골판지 원지 부문은 매출이 전무한 상태임. 골판지 상자 부문에서만 매출이 발생하고 있음. 골판지 원단, 상자 제조업체 대양판지를 종속회사로 보유함",KRX,67340.9
043910-KR,CP0000027859,자연과환경,"Nature & Environment Co., Ltd.","동사의 제품으로 자연형 하천 조성이 가능하게 됨에따라 환경부 등에서 우수한 소재로 평가받아 시장 저변확대가 확실시 됨. 환경생태복원사업, 조경사업, PC저류조사업, 환경플랜트사업, 기타 건축공사업을 영위하고 있음. 동사의 지오그린 다공성 식생블록은 토목적 안정성을 확보하면서 시멘트의 독성을 없애고 식물의 생육과 토양 미생물 및 소곤충이 생육할 수 있도록 하여 생태계를 보존과 치수의 안전성을 동시에 만족시킬 수 있는 기술임.",KRX,117994
064510-KR,CP0000027866,에코마이스터,"ECOMAISTER Co., Ltd.","동사는 1982년 8월 25일에 설립되었으며, 2018년 3월 15일 코스닥시장에 주식을 상장함. 연결실체는 '에코마이스터', '에코그릿', '비즈마이스터', '에코큐빅타이' 총 4개의 회사로 철도사업과 환경사업 2개의 사업군으로 구성되어 있음. 환경사업부는 금속 제조공정에서 발생하는 슬래그를 재활용하는 사업, 철도사업부는 철도차량 유지보수하는 사업을 영위하고 있음.",KRX,27804.9
067920-KR,CP0000022133,이글루시큐리티,"Igloo Security, Inc.","동사는 1999년 11월 설립되어 2010년 2월 한국거래소 코스닥 시장에 주식을 상장함. 통합보안관리솔루션(ESM) 및 보안관제서비스(MSS)를 주요 사업으로 영위하고 있음. 대구에 위치한 디아이섹, 일본 도쿄에 위치한 씨아이씨 등 2개 회사를 연결대상 종속회사로 보유함. 동사는 AI(인공지능)를 핵심 성장 동력으로 삼고 연구개발 투자를 대폭 확대하여 원천기술 개발에 힘쓰고 있음.",KRX,54630.6
263860-KR,CP0000022134,지니언스,"GENIANS, INC.","2005년 1월 6일 설립된 동사는 네트워크 접근제어(NAC) 솔루션 개발 사업을 주요 사업으로 함. 동사가 영위하는 ""정보보호산업""은 정보보호를 위한 기술 및 정보보호기술이 적용된 제품을 개발·생산 또는 유통하거나 이에 관련한 서비스를 제공하는 산업임. 정보보호가 디지털 경제에서 ‘필수’인프라로 인식되고 중소기업 정보보호역량강화, 민간의 사이버 복원력 확보 등 정보보호 투자 활성화를 위한 분기점이 될 것으로 예상됨.",KRX,75632.5
222810-KR,CP0000022135,마이더스AI,"Midas AI Co., Ltd.","동사는 정보보안솔루션을 개발하고 공급하는 사업분야와 코로나 진단기, 진단키트와 개인용 혈당측정기, 측정기에 사용되는 혈당측정지 등의 해외 수출 사업을 영위하고 있음. 동사의 사업부문은 크게 Security사업부, 서비스사업부로 나눌 수 있음. Security사업부는 전체 산업군을 대상으로 하는 DLP솔루션, 보안USB관리솔루션, 개인정보보호솔루션 제품을 보유하고 있음.",KRX,73612.9
091590-KR,CP0000020927,남화토건,"NAM HWA CONSTRUCTION Co., Ltd.","동사는 1959년 8월에 설립되었으며, 2012년 1월 31일 코스닥시장에 주식을 상장하였음. 동사는 종합건설업체로 토목공사, 건축공사, 조경공사, 전기도급공사 등을 주요 사업으로 영위하고 있음. 2022년 1분기 기준 상장사 '남화산업'과 비상장사 '한국C&T', '남화개발', '광주텔레콤', '센트럴저축은행', '한국케이블티브이광주방송' 등 14개 비상장 계열회사가 있음.",KRX,86993.4
154040-KR,CP0000023967,솔루에타,"Solueta Co., Ltd.","당사는 2003년 6월 '(주)에스테크'로 설립되었으며, 2008년 6월에 '주식회사 솔루에타'로 사명을 변경함. 동사와 연결종속회사는 전자파 차단 소재 부문과 마스크 등에 사용되는 MB필터의 제조 및 판매 사업을 운영하는 필터 부문, 자동차 부품의 제조 및 판매 사업을 운영하는 자동차 부품 부문으로 구성됨. 개발된 소재를 기반으로 항바이러스 부직포, 항바이러스 필름·시트, 항바이러스 코팅액 분야로 사업영역을 확대할 예정임.",KRX,39470.9
104040-KR,CP0000028004,대성파인텍,Daesung Fine Tec Co. Ltd.,"2014년 2분기까지 자동차부품용 Fine Blanking 단일 사업부로 구성되어 있었으나, 14년 9월 태양열을 이용한 신규 사업 부문으로 사업을 확장하였음. Fine Blanking 금형제조에 특화된 기술력과 지적재산권을 보유하고 있어, 부품 제조에 기술적 우위를 점하고 있으며 원가 측면에서도 우위를 점하고 있음. 매출구성은 FINE BLANKING 부문 90.28%, 신재생에너지사업부 9.72% 등으로 이루어져 있음.",KRX,53055.2
126640-KR,CP0000028005,화신정공,"Hwashin Precision Co., Ltd","동사는 국내 완성차업체와 그 계열사에 자동차용 샤시부품, 정밀가공부품, 보수용부품을 모듈품 또는 개별품 형태로 생산하여 납품하고, 그 부품협력업체에 원소재를 가공하여 판매하는 자동차부품전문 업체임. 동사는 자동차 조향장치의 주요 구성품인 샤시류, 정밀가공부품, 보수용부품, 기타(차체 Parts)와 원소재 1차 가공품(슬리팅제품)을 생산하고 있음. 제품별 매출액에서 차지하는 비율은 샤시류 40.9%, 슬리팅제품 90.4% 등임.",KRX,58718.7
290120-KR,CP0000028006,대유에이피,"DAYOU AP Co., Ltd.","동사는 자동차부품 중 조향장치 제조를 사업목적으로 설립, 스티어링휠 부품을 제조하고 있음. 또한 국내 스티어링휠 업체에서 유일한 주조-성형-가죽공정으로 이어지는 전 공정 생산라인을 갖추고 있는 업체임. 동사의 스티어링휠은 조향장치로서 자동차의 진행방향을 조정하는 부품이며, 마그네슘이나 알루미늄으로 구성되어 있는 몸체와 발포물(폴리우레탄), 그 외 가죽과 스위치등으로 구성되어 있음.",KRX,70869
